symbol element   z   a       mass coherent_scattering_length_real coherent_scattering_length_imag incoherent_scattering_length_real incoherent_scattering_length_imag coherent_cross_section incoherent_cross_section total_cross_section
Kr80   Kr       36  80  79.916378                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Kr82   Kr       36  82  81.913485                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Kr83   Kr       36  83  82.914136                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Kr84   Kr       36  84  83.911507                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            6.600000
Kr86   Kr       36  86  85.910610                        8.100000                        0.000000                          0.000000                          0.000000               8.200000                 0.000000            8.200000
Rb85   Rb       37  85  84.911789                        7.030000                        0.000000                          0.000000                          0.000000               6.200000                 0.500000            6.700000
Rb87   Rb       37  87  86.909183                        7.230000                        0.000000                          0.000000                          0.000000               6.600000                 0.500000            7.100000
Sr84   Sr       38  84  83.913425                        7.000000                        0.000000                          0.000000                          0.000000               6.000000                 0.000000            6.000000
Sr86   Sr       38  86  85.909262                        5.670000                        0.000000                          0.000000                          0.000000               4.040000                 0.000000            4.040000
Sr87   Sr       38  87  86.908879                        7.400000                        0.000000                          0.000000                          0.000000               6.880000                 0.500000            7.400000
Sr88   Sr       38  88  87.905614                        7.150000                        0.000000                          0.000000                          0.000000               6.420000                 0.000000            6.420000
Zr90   Zr       40  90  89.904704                        6.400000                        0.000000                          0.000000                          0.000000               5.100000                 0.000000            5.100000
Zr91   Zr       40  91  90.905645                        8.700000                        0.000000                         -1.080000                          0.000000               9.500000                 0.150000            9.700000
Zr92   Zr       40  92  91.905040                        7.400000                        0.000000                          0.000000                          0.000000               6.900000                 0.000000            6.900000
Zr94   Zr       40  94  93.906316                        8.200000                        0.000000                          0.000000                          0.000000               8.400000                 0.000000            8.400000
Zr96   Zr       40  96  95.908276                        5.500000                        0.000000                          0.000000                          0.000000               3.800000                 0.000000            3.800000
Mo92   Mo       42  92  91.906810                        6.910000                        0.000000                          0.000000                          0.000000               6.000000                 0.000000            6.000000
Mo94   Mo       42  94  93.905088                        6.800000                        0.000000                          0.000000                          0.000000               5.810000                 0.000000            5.810000
Mo95   Mo       42  95  94.905841                        6.910000                        0.000000                          0.000000                          0.000000               6.000000                 0.500000            6.500000
Mo96   Mo       42  96  95.904679                        6.200000                        0.000000                          0.000000                          0.000000               4.830000                 0.000000            4.830000
Mo97   Mo       42  97  96.906021                        7.240000                        0.000000                          0.000000                          0.000000               6.590000                 0.500000            7.100000
Mo98   Mo       42  98  97.905408                        6.580000                        0.000000                          0.000000                          0.000000               5.440000                 0.000000            5.440000
Mo100  Mo       42 100  99.907477                        6.730000                        0.000000                          0.000000                          0.000000               5.690000                 0.000000            5.690000
Ru96   Ru       44  96  95.907598                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Ru98   Ru       44  98  97.905287                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Ru99   Ru       44  99  98.905939                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Ru100  Ru       44 100  99.904220                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Ru101  Ru       44 101 100.905582                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Ru102  Ru       44 102 101.904349                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000          144.800000
Ru104  Ru       44 104 103.905430                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            4.483000
Pd102  Pd       46 102 101.905608                        7.700000                        0.000000                          0.000000                          0.000000               7.500000                 0.000000            7.500000
